"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Election Night Votes"
"16","007","024","08","16","Darren Mark Popkin","DEM","Sheriff                ","","Y","386"
"16","007","024","08","16","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","195"
"16","007","024","08","16","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","143"
"16","007","024","08","16","Martine Laney","DEM","DEM Cent Comm Female At Large","","","92"
"16","007","024","08","16","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","154"
"16","007","024","08","16","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","132"
"16","007","024","08","16","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","144"
"16","007","024","08","16","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","96"
"16","007","024","08","16","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","62"
"16","007","024","08","16","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","89"
"16","007","024","08","16","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","129"
"16","007","024","08","16","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","61"
"16","007","024","08","16","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","61"
"16","007","024","08","16","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","133"
"16","007","024","08","16","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","90"
"16","007","024","08","16","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","102"
"16","007","024","08","16","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","79"
"16","007","024","08","16","Ann Racuya-Robbins","DEM","DEM Cent Comm Female","16","","79"
"16","007","024","08","16","Sarah Wolek","DEM","DEM Cent Comm Female","16","Y","194"
"16","007","024","08","16","Jordan Cooper","DEM","DEM Cent Comm Male","16","Y","116"
"16","007","024","08","16","Brian Michael Doherty","DEM","DEM Cent Comm Male","16","","75"
"16","007","024","08","16","Hrant Jamgochian","DEM","DEM Cent Comm Male","16","","117"
"16","007","025","08","16","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","143"
"16","007","025","08","16","Ralph Jaffe","DEM","Governor / Lt. Governor","","","8"
"16","007","025","08","16","Ben Jealous","DEM","Governor / Lt. Governor","","Y","153"
"16","007","025","08","16","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","2"
"16","007","025","08","16","Valerie Ervin","DEM","Governor / Lt. Governor","","","11"
"16","007","025","08","16","Rich Madaleno","DEM","Governor / Lt. Governor","","","54"
"16","007","025","08","16","Alec Ross","DEM","Governor / Lt. Governor","","","8"
"16","007","025","08","16","Jim Shea","DEM","Governor / Lt. Governor","","","12"
"16","007","025","08","16","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","31"
"16","007","025","08","16","Peter Franchot","DEM","Comptroller            ","","Y","387"
"16","007","025","08","16","Brian E. Frosh","DEM","Attorney General       ","","Y","390"
"16","007","025","08","16","Ben Cardin","DEM","U.S. Senator           ","","Y","340"
"16","007","025","08","16","Erik Jetmir","DEM","U.S. Senator           ","","","8"
"16","007","025","08","16","Chelsea Manning","DEM","U.S. Senator           ","","","26"
"16","007","025","08","16","Marcia H. Morgan","DEM","U.S. Senator           ","","","11"
"16","007","025","08","16","Jerome Jerry Segal","DEM","U.S. Senator           ","","","23"
"16","007","025","08","16","Richard Rikki Vaughn","DEM","U.S. Senator           ","","","6"
"16","007","025","08","16","Debbie Rica Wilson","DEM","U.S. Senator           ","","","10"
"16","007","025","08","16","Lih Young","DEM","U.S. Senator           ","","","9"
"16","007","025","08","16","Utam Paul","DEM","Representative in Congress","08","","32"
"16","007","025","08","16","Jamie Raskin","DEM","Representative in Congress","08","Y","381"
"16","007","025","08","16","Summer Spring","DEM","Representative in Congress","08","","26"
"16","007","025","08","16","Susan C. Lee","DEM","State Senator          ","16","Y","392"
"16","007","025","08","16","Jordan Cooper","DEM","House of Delegates     ","16","","105"
"16","007","025","08","16","Nuchhi Currier","DEM","House of Delegates     ","16","","42"
"16","007","025","08","16","Joseph Aloysius Hennessey","DEM","House of Delegates     ","16","","37"
"16","007","025","08","16","Ariana Kelly","DEM","House of Delegates     ","16","Y","258"
"16","007","025","08","16","Marc Korman","DEM","House of Delegates     ","16","Y","246"
"16","007","025","08","16","Marc Lande","DEM","House of Delegates     ","16","","15"
"16","007","025","08","16","Sara Love","DEM","House of Delegates     ","16","Y","213"
"16","007","025","08","16","Samir Paul","DEM","House of Delegates     ","16","","220"
"16","007","025","08","16","Roger Berliner","DEM","County Executive       ","","","94"
"16","007","025","08","16","David Blair","DEM","County Executive       ","","","121"
"16","007","025","08","16","Marc Elrich","DEM","County Executive       ","","Y","126"
"16","007","025","08","16","Bill Frick","DEM","County Executive       ","","","28"
"16","007","025","08","16","Rose Krasnow","DEM","County Executive       ","","","58"
"16","007","025","08","16","George L. Leventhal","DEM","County Executive       ","","","17"
"16","007","025","08","16","Gabe Albornoz","DEM","County Council At Large","","Y","120"
"16","007","025","08","16","Rosemary O. Arkoian","DEM","County Council At Large","","","29"
"16","007","025","08","16","Marilyn Balcombe","DEM","County Council At Large","","","99"
"16","007","025","08","16","Charles Barkley","DEM","County Council At Large","","","22"
"16","007","025","08","16","Shruti Bhatnagar","DEM","County Council At Large","","","38"
"16","007","025","08","16","Cherri L. Branson","DEM","County Council At Large","","","23"
"16","007","025","08","16","Brandy H. M. Brooks","DEM","County Council At Large","","","65"
"16","007","025","08","16","Craig Carozza-Caviness","DEM","County Council At Large","","","8"
"16","007","025","08","16","Ron Colbert","DEM","County Council At Large","","","2"
"16","007","025","08","16","Bill Conway","DEM","County Council At Large","","","46"
"16","007","025","08","16","Hoan Dang","DEM","County Council At Large","","","58"
"16","007","025","08","16","Tom R. Falcinelli, Jr.","DEM","County Council At Large","","","8"
"16","007","025","08","16","Lorna Phillips Forde","DEM","County Council At Large","","","20"
"16","007","025","08","16","Jill Ortman Fouse","DEM","County Council At Large","","","57"
"16","007","025","08","16","Loretta Jean Garcia","DEM","County Council At Large","","","37"
"16","007","025","08","16","Paul S. Geller","DEM","County Council At Large","","","9"
"16","007","025","08","16","Evan Glass","DEM","County Council At Large","","Y","141"
"16","007","025","08","16","Richard Gottfried","DEM","County Council At Large","","","15"
"16","007","025","08","16","Neil H. Greenberger","DEM","County Council At Large","","","25"
"16","007","025","08","16","Seth Grimes","DEM","County Council At Large","","","15"
"16","007","025","08","16","Ashwani Jain","DEM","County Council At Large","","","53"
"16","007","025","08","16","Will Jawando","DEM","County Council At Large","","Y","129"
"16","007","025","08","16","David V. Lipscomb","DEM","County Council At Large","","","8"
"16","007","025","08","16","Melissa McKenna","DEM","County Council At Large","","","27"
"16","007","025","08","16","Danielle Meitiv","DEM","County Council At Large","","","70"
"16","007","025","08","16","Hans Riemer","DEM","County Council At Large","","Y","163"
"16","007","025","08","16","Michele Riley","DEM","County Council At Large","","","24"
"16","007","025","08","16","Graciela Rivera-Oven","DEM","County Council At Large","","","27"
"16","007","025","08","16","Darwin Romero","DEM","County Council At Large","","","5"
"16","007","025","08","16","Mohammad Siddique","DEM","County Council At Large","","","42"
"16","007","025","08","16","Jarrett Smith","DEM","County Council At Large","","","4"
"16","007","025","08","16","Steve Solomon","DEM","County Council At Large","","","21"
"16","007","025","08","16","Chris Wilhelm","DEM","County Council At Large","","","65"
"16","007","025","08","16","Bill Cook","DEM","County Council         ","001","","18"
"16","007","025","08","16","Pete Fosselman","DEM","County Council         ","001","","31"
"16","007","025","08","16","Andrew Friedson","DEM","County Council         ","001","Y","101"
"16","007","025","08","16","Ana Sol Gutierrez","DEM","County Council         ","001","","95"
"16","007","025","08","16","Jim McGee","DEM","County Council         ","001","","13"
"16","007","025","08","16","Regina Reggie Oldak","DEM","County Council         ","001","","62"
"16","007","025","08","16","Dalbin Osorio","DEM","County Council         ","001","","2"
"16","007","025","08","16","Meredith Wellington","DEM","County Council         ","001","","81"
"16","007","025","08","16","James A. Bonifant","DEM","Judge of the Circuit Court","06","Y","183"
"16","007","025","08","16","Jeannie E. Cho","DEM","Judge of the Circuit Court","06","Y","248"
"16","007","025","08","16","Jill Reid Cummins","DEM","Judge of the Circuit Court","06","Y","257"
"16","007","025","08","16","Debra L. Dwyer","DEM","Judge of the Circuit Court","06","Y","260"
"16","007","025","08","16","Kevin G. Hessler","DEM","Judge of the Circuit Court","06","Y","188"
"16","007","025","08","16","David W. Lease","DEM","Judge of the Circuit Court","06","Y","172"
"16","007","025","08","16","Marylin Pierre","DEM","Judge of the Circuit Court","06","","185"
"16","007","025","08","16","Margaret Marie Schweitzer","DEM","Judge of the Circuit Court","06","Y","242"
"16","007","025","08","16","John McCarthy","DEM","State's Attorney       ","","Y","335"
"16","007","025","08","16","Alan S. Bowser","DEM","Clerk Circuit Court","","","74"
"16","007","025","08","16","Barbara H. Meiklejohn","DEM","Clerk Circuit Court","","Y","236"
"16","007","025","08","16","Joseph M. Griffin","DEM","Register of Wills      ","","Y","334"
"16","007","025","08","16","Darren Mark Popkin","DEM","Sheriff                ","","Y","326"
"16","007","025","08","16","Marjorie Goldman","DEM","DEM Cent Comm Female At Large","","Y","191"
"16","007","025","08","16","Laura Henderson","DEM","DEM Cent Comm Female At Large","","Y","149"
"16","007","025","08","16","Martine Laney","DEM","DEM Cent Comm Female At Large","","","93"
"16","007","025","08","16","Marie Kathleen Mapes","DEM","DEM Cent Comm Female At Large","","Y","146"
"16","007","025","08","16","Michelle Ngwafon","DEM","DEM Cent Comm Female At Large","","Y","150"
"16","007","025","08","16","Judith Ann Stephenson","DEM","DEM Cent Comm Female At Large","","","141"
"16","007","025","08","16","Darrell Anderson","DEM","DEM Cent Comm Male At Large","","","72"
"16","007","025","08","16","Andy Aviles","DEM","DEM Cent Comm Male At Large","","","74"
"16","007","025","08","16","Christopher Delgado Bradbury","DEM","DEM Cent Comm Male At Large","","","66"
"16","007","025","08","16","Juan Miguel Cardenas","DEM","DEM Cent Comm Male At Large","","Y","130"
"16","007","025","08","16","Justin W. Chappell","DEM","DEM Cent Comm Male At Large","","","75"
"16","007","025","08","16","Edward Fischman","DEM","DEM Cent Comm Male At Large","","","70"
"16","007","025","08","16","Scott E. Goldberg","DEM","DEM Cent Comm Male At Large","","Y","118"
"16","007","025","08","16","Dave Kunes","DEM","DEM Cent Comm Male At Large","","Y","93"
"16","007","025","08","16","Erwin David Rose","DEM","DEM Cent Comm Male At Large","","Y","82"
"16","007","025","08","16","Gabriel Sorrel","DEM","DEM Cent Comm Male At Large","","","103"
"16","007","025","08","16","Ann Racuya-Robbins","DEM","DEM Cent Comm Female","16","","90"
"16","007","025","08","16","Sarah Wolek","DEM","DEM Cent Comm Female","16","Y","175"
"16","007","025","08","16","Jordan Cooper","DEM","DEM Cent Comm Male","16","Y","172"
"16","007","025","08","16","Brian Michael Doherty","DEM","DEM Cent Comm Male","16","","56"
"16","007","025","08","16","Hrant Jamgochian","DEM","DEM Cent Comm Male","16","","74"
"16","007","026","08","16","Rushern L. Baker, III","DEM","Governor / Lt. Governor","","","291"
"16","007","026","08","16","Ralph Jaffe","DEM","Governor / Lt. Governor","","","15"
"16","007","026","08","16","Ben Jealous","DEM","Governor / Lt. Governor","","Y","210"
"16","007","026","08","16","James Hugh Jones, II","DEM","Governor / Lt. Governor","","","4"
"16","007","026","08","16","Valerie Ervin","DEM","Governor / Lt. Governor","","","15"
"16","007","026","08","16","Rich Madaleno","DEM","Governor / Lt. Governor","","","112"
"16","007","026","08","16","Alec Ross","DEM","Governor / Lt. Governor","","","14"
"16","007","026","08","16","Jim Shea","DEM","Governor / Lt. Governor","","","13"
"16","007","026","08","16","Krish O'Mara Vignarajah","DEM","Governor / Lt. Governor","","","31"
"16","007","026","08","16","Peter Franchot","DEM","Comptroller            ","","Y","606"
"16","007","026","08","16","Brian E. Frosh","DEM","Attorney General       ","","Y","629"
"16","007","026","08","16","Ben Cardin","DEM","U.S. Senator           ","","Y","602"
"16","007","026","08","16","Erik Jetmir","DEM","U.S. Senator           ","","","6"
"16","007","026","08","16","Chelsea Manning","DEM","U.S. Senator           ","","","28"
"16","007","026","08","16","Marcia H. Morgan","DEM","U.S. Senator           ","","","15"
"16","007","026","08","16","Jerome Jerry Segal","DEM","U.S. Senator           ","","","35"
